candidate_id,source,composer_normalized,title,actual_grade,actual_grade_source,predicted_grade,model_version,p_G3,p_G5,p_G6,p_G7,p_G8,p_G9
mutopia:ftp/HoretzkyF/horetzky5/horetzky5#movement01,mutopia,Felix Horetzky,Nº. 5. French Air.,,,5,dummy-v0,0.028,0.494,0.291,0.084,0.104,0.000
mutopia:ftp/HoretzkyF/horetzky5/horetzky5#movement02,mutopia,Felix Horetzky,Nº. 5. French Air.,,,5,dummy-v0,0.028,0.494,0.291,0.084,0.104,0.000
mutopia:ftp/HoretzkyF/horetzky50/horetzky50#movement01,mutopia,Felix Horetzky,Nº. 50. Je Suis Lindor.,,,6,dummy-v0,0.020,0.295,0.352,0.173,0.160,0.000
mutopia:ftp/HoretzkyF/horetzky50/horetzky50#movement02,mutopia,Felix Horetzky,Nº. 50. Je Suis Lindor.,,,6,dummy-v0,0.020,0.295,0.352,0.173,0.160,0.000
mutopia:ftp/HoretzkyF/horetzky51/horetzky51#movement01,mutopia,Felix Horetzky,Nº. 51. Scotch Air. Kelso.,,,5,dummy-v0,0.299,0.334,0.204,0.053,0.110,0.000
mutopia:ftp/HoretzkyF/horetzky51/horetzky51#movement02,mutopia,Felix Horetzky,Nº. 51. Scotch Air. Kelso.,,,5,dummy-v0,0.299,0.334,0.204,0.053,0.110,0.000
mutopia:ftp/HoretzkyF/horetzky52/horetzky52#movement01,mutopia,Felix Horetzky,Nº. 52. Polish Air. Krakoviak.,,,5,dummy-v0,0.051,0.437,0.320,0.087,0.105,0.000
mutopia:ftp/HoretzkyF/horetzky52/horetzky52#movement02,mutopia,Felix Horetzky,Nº. 52. Polish Air. Krakoviak.,,,5,dummy-v0,0.051,0.437,0.320,0.087,0.105,0.000
mutopia:ftp/HoretzkyF/horetzky53/horetzky53#movement01,mutopia,Felix Horetzky,Nº. 53. German Air.,,,6,dummy-v0,0.003,0.221,0.310,0.254,0.211,0.000
mutopia:ftp/HoretzkyF/horetzky53/horetzky53#movement02,mutopia,Felix Horetzky,Nº. 53. German Air.,,,6,dummy-v0,0.003,0.221,0.310,0.254,0.211,0.000
mutopia:ftp/HoretzkyF/horetzky54/horetzky54#movement01,mutopia,Felix Horetzky,Nº. 54. March by Gallenberg.,,,5,dummy-v0,0.030,0.478,0.359,0.062,0.071,0.000
mutopia:ftp/HoretzkyF/horetzky54/horetzky54#movement02,mutopia,Felix Horetzky,Nº. 54. March by Gallenberg.,,,5,dummy-v0,0.030,0.478,0.359,0.062,0.071,0.000
mutopia:ftp/HoretzkyF/horetzky55/horetzky55#movement01,mutopia,Felix Horetzky,Nº. 55. Rousseau's Dream.,,,6,dummy-v0,0.030,0.160,0.426,0.148,0.236,0.001
mutopia:ftp/HoretzkyF/horetzky55/horetzky55#movement02,mutopia,Felix Horetzky,Nº. 55. Rousseau's Dream.,,,6,dummy-v0,0.030,0.160,0.426,0.148,0.236,0.001
mutopia:ftp/HoretzkyF/horetzky56/horetzky56#movement01,mutopia,Felix Horetzky,Nº. 56. Chanson Des Marseillois.,,,6,dummy-v0,0.099,0.196,0.496,0.118,0.090,0.000
mutopia:ftp/HoretzkyF/horetzky56/horetzky56#movement02,mutopia,Felix Horetzky,Nº. 56. Chanson Des Marseillois.,,,6,dummy-v0,0.099,0.196,0.496,0.118,0.090,0.000
mutopia:ftp/HoretzkyF/horetzky57/horetzky57#movement01,mutopia,Felix Horetzky,Nº. 57. Old Saxon Air.,,,5,dummy-v0,0.164,0.288,0.178,0.120,0.249,0.000
mutopia:ftp/HoretzkyF/horetzky57/horetzky57#movement02,mutopia,Felix Horetzky,Nº. 57. Old Saxon Air.,,,5,dummy-v0,0.164,0.288,0.178,0.120,0.249,0.000
mutopia:ftp/HoretzkyF/horetzky58/horetzky58#movement01,mutopia,Felix Horetzky,Nº. 58. Sul Margine D'un Rio.,,,3,dummy-v0,0.347,0.307,0.232,0.065,0.050,0.000
mutopia:ftp/HoretzkyF/horetzky58/horetzky58#movement02,mutopia,Felix Horetzky,Nº. 58. Sul Margine D'un Rio.,,,3,dummy-v0,0.347,0.307,0.232,0.065,0.050,0.000
mutopia:ftp/HoretzkyF/horetzky59/horetzky59#movement01,mutopia,Felix Horetzky,Nº. 59. Venetian Air. “La Biondina”.,,,8,dummy-v0,0.264,0.141,0.209,0.080,0.306,0.000
mutopia:ftp/HoretzkyF/horetzky59/horetzky59#movement02,mutopia,Felix Horetzky,Nº. 59. Venetian Air. “La Biondina”.,,,8,dummy-v0,0.264,0.141,0.209,0.080,0.306,0.000
mutopia:ftp/HoretzkyF/horetzky6/horetzky6#movement01,mutopia,Felix Horetzky,Nº. 6. Un Noel.,,,6,dummy-v0,0.188,0.301,0.327,0.074,0.110,0.000
mutopia:ftp/HoretzkyF/horetzky6/horetzky6#movement02,mutopia,Felix Horetzky,Nº. 6. Un Noel.,,,6,dummy-v0,0.188,0.301,0.327,0.074,0.110,0.000
mutopia:ftp/HoretzkyF/horetzky60/horetzky60#movement01,mutopia,Felix Horetzky,Nº. 60. Care Pupille By Blangini.,,,6,dummy-v0,0.011,0.132,0.507,0.208,0.143,0.000
mutopia:ftp/HoretzkyF/horetzky60/horetzky60#movement02,mutopia,Felix Horetzky,Nº. 60. Care Pupille By Blangini.,,,6,dummy-v0,0.011,0.132,0.507,0.208,0.143,0.000
mutopia:ftp/HoretzkyF/horetzky7/horetzky7#movement01,mutopia,Felix Horetzky,Nº. 7. Le Petit Tambour.,,,6,dummy-v0,0.037,0.298,0.325,0.200,0.139,0.000
mutopia:ftp/HoretzkyF/horetzky7/horetzky7#movement02,mutopia,Felix Horetzky,Nº. 7. Le Petit Tambour.,,,6,dummy-v0,0.037,0.298,0.325,0.200,0.139,0.000
mutopia:ftp/HoretzkyF/horetzky8/horetzky8#movement01,mutopia,Felix Horetzky,Nº. 8. Russian Air.,,,6,dummy-v0,0.130,0.307,0.375,0.080,0.108,0.000
mutopia:ftp/HoretzkyF/horetzky8/horetzky8#movement02,mutopia,Felix Horetzky,Nº. 8. Russian Air.,,,6,dummy-v0,0.130,0.307,0.375,0.080,0.108,0.000
mutopia:ftp/HoretzkyF/horetzky9/horetzky9#movement01,mutopia,Felix Horetzky,Nº. 9. Polish National Air.,,,6,dummy-v0,0.042,0.218,0.382,0.162,0.196,0.000
mutopia:ftp/HoretzkyF/horetzky9/horetzky9#movement02,mutopia,Felix Horetzky,Nº. 9. Polish National Air.,,,6,dummy-v0,0.042,0.218,0.382,0.162,0.196,0.000
mutopia:ftp/JolyD/JolyD_Tyrolienne/JolyD_Tyrolienne#movement02,mutopia,D. Joly,Tyrolienne,,,5,dummy-v0,0.038,0.510,0.149,0.135,0.167,0.000
mutopia:ftp/KnjzeF/SixStudiesA/SixStudiesA#movement01,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.000,0.362,0.502,0.107,0.029,0.000
mutopia:ftp/KnjzeF/SixStudiesA/SixStudiesA#movement02,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.000,0.362,0.502,0.107,0.029,0.000
mutopia:ftp/KnjzeF/SixStudiesB/SixStudiesB#movement01,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.002,0.238,0.465,0.188,0.107,0.000
mutopia:ftp/KnjzeF/SixStudiesB/SixStudiesB#movement02,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.002,0.238,0.465,0.188,0.107,0.000
mutopia:ftp/KnjzeF/SixStudiesC/SixStudiesC#movement01,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,3,dummy-v0,0.661,0.098,0.169,0.040,0.032,0.000
mutopia:ftp/KnjzeF/SixStudiesC/SixStudiesC#movement02,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,3,dummy-v0,0.661,0.098,0.169,0.040,0.032,0.000
mutopia:ftp/KnjzeF/SixStudiesD/SixStudiesD#movement01,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.008,0.368,0.460,0.103,0.060,0.000
mutopia:ftp/KnjzeF/SixStudiesD/SixStudiesD#movement02,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.008,0.368,0.460,0.103,0.060,0.000
mutopia:ftp/KnjzeF/SixStudiesE/SixStudiesE#movement01,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.000,0.408,0.432,0.112,0.048,0.000
mutopia:ftp/KnjzeF/SixStudiesE/SixStudiesE#movement02,mutopia,Frantisek Max Knjze,Six Progressive Studies,,,6,dummy-v0,0.000,0.408,0.432,0.112,0.048,0.000
mutopia:ftp/KnjzeF/knjze12monferA/knjze12monferA#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.015,0.450,0.272,0.104,0.158,0.000
mutopia:ftp/KnjzeF/knjze12monferA/knjze12monferA#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.015,0.450,0.272,0.104,0.158,0.000
mutopia:ftp/KnjzeF/knjze12monferB/knjze12monferB#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,6,dummy-v0,0.054,0.346,0.349,0.092,0.159,0.000
mutopia:ftp/KnjzeF/knjze12monferB/knjze12monferB#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,6,dummy-v0,0.054,0.346,0.349,0.092,0.159,0.000
mutopia:ftp/KnjzeF/knjze12monferC/knjze12monferC#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.048,0.390,0.368,0.085,0.108,0.000
mutopia:ftp/KnjzeF/knjze12monferC/knjze12monferC#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.048,0.390,0.368,0.085,0.108,0.000
mutopia:ftp/KnjzeF/knjze12monferD/knjze12monferD#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.055,0.468,0.331,0.059,0.087,0.000
mutopia:ftp/KnjzeF/knjze12monferD/knjze12monferD#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.055,0.468,0.331,0.059,0.087,0.000
mutopia:ftp/KnjzeF/knjze12monferE/knjze12monferE#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.024,0.410,0.392,0.083,0.092,0.000
mutopia:ftp/KnjzeF/knjze12monferE/knjze12monferE#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.024,0.410,0.392,0.083,0.092,0.000
mutopia:ftp/KnjzeF/knjze12monferF/knjze12monferF#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,6,dummy-v0,0.202,0.289,0.297,0.055,0.157,0.000
mutopia:ftp/KnjzeF/knjze12monferF/knjze12monferF#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,6,dummy-v0,0.202,0.289,0.297,0.055,0.157,0.000
mutopia:ftp/KnjzeF/knjze12monferG/knjze12monferG#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.063,0.395,0.315,0.087,0.140,0.000
mutopia:ftp/KnjzeF/knjze12monferG/knjze12monferG#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.063,0.395,0.315,0.087,0.140,0.000
mutopia:ftp/KnjzeF/knjze12monferH/knjze12monferH#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.085,0.435,0.281,0.065,0.132,0.001
mutopia:ftp/KnjzeF/knjze12monferH/knjze12monferH#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.085,0.435,0.281,0.065,0.132,0.001
mutopia:ftp/KnjzeF/knjze12monferI/knjze12monferI#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.076,0.339,0.287,0.098,0.200,0.000
mutopia:ftp/KnjzeF/knjze12monferI/knjze12monferI#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.076,0.339,0.287,0.098,0.200,0.000
mutopia:ftp/KnjzeF/knjze12monferJ/knjze12monferJ#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.063,0.382,0.318,0.089,0.147,0.000
mutopia:ftp/KnjzeF/knjze12monferJ/knjze12monferJ#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.063,0.382,0.318,0.089,0.147,0.000
mutopia:ftp/KnjzeF/knjze12monferK/knjze12monferK#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.024,0.404,0.337,0.096,0.139,0.000
mutopia:ftp/KnjzeF/knjze12monferK/knjze12monferK#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.024,0.404,0.337,0.096,0.139,0.000
mutopia:ftp/KnjzeF/knjze12monferL/knjze12monferL#movement01,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.009,0.487,0.296,0.084,0.124,0.001
mutopia:ftp/KnjzeF/knjze12monferL/knjze12monferL#movement02,mutopia,Frantisek Max Knjze,Twelve Monferrine,,,5,dummy-v0,0.009,0.487,0.296,0.084,0.124,0.001
mutopia:ftp/KuffnerJ/air-varie/air-varie#movement01,mutopia,Joseph Küffner,Air varié,,,5,dummy-v0,0.212,0.694,0.064,0.024,0.006,0.000
mutopia:ftp/KuffnerJ/air-varie/air-varie#movement02,mutopia,Joseph Küffner,Air varié,,,3,dummy-v0,0.719,0.160,0.071,0.039,0.011,0.000
mutopia:ftp/KuffnerJ/air-varie/air-varie#movement03,mutopia,Joseph Küffner,Air varié,,,3,dummy-v0,0.628,0.252,0.068,0.039,0.013,0.000
mutopia:ftp/MatiegkaWT/Matiegka2/Matiegka2#movement01,mutopia,Wenzel Thomas Matiegka,Nº. 2. Rondo,,,6,dummy-v0,0.000,0.352,0.378,0.258,0.012,0.000
mutopia:ftp/MatiegkaWT/Matiegka2/Matiegka2#movement02,mutopia,Wenzel Thomas Matiegka,Nº. 2. Rondo,,,6,dummy-v0,0.000,0.352,0.378,0.258,0.012,0.000
mutopia:ftp/MatiegkaWT/Matiegka3/Matiegka3#movement01,mutopia,Wenzel Thomas Matiegka,Nº. 3. Andante,,,6,dummy-v0,0.000,0.343,0.446,0.175,0.034,0.002
mutopia:ftp/MatiegkaWT/Matiegka3/Matiegka3#movement02,mutopia,Wenzel Thomas Matiegka,Nº. 3. Andante,,,6,dummy-v0,0.000,0.343,0.446,0.175,0.034,0.002
mutopia:ftp/MatiegkaWT/Matiegka4/Matiegka4#movement01,mutopia,Wenzel Thomas Matiegka,Nº. 4. Menuetto.,,,6,dummy-v0,0.001,0.178,0.437,0.372,0.010,0.000
mutopia:ftp/MatiegkaWT/Matiegka4/Matiegka4#movement02,mutopia,Wenzel Thomas Matiegka,Nº. 4. Menuetto.,,,6,dummy-v0,0.001,0.178,0.437,0.372,0.010,0.000
mutopia:ftp/MatiegkaWT/Matiegka5/Matiegka5#movement01,mutopia,Wenzel Thomas Matiegka,Nº. 5. Siciliano.,,,7,dummy-v0,0.000,0.027,0.328,0.633,0.013,0.000
mutopia:ftp/MatiegkaWT/Matiegka5/Matiegka5#movement02,mutopia,Wenzel Thomas Matiegka,Nº. 5. Siciliano.,,,7,dummy-v0,0.000,0.027,0.328,0.633,0.013,0.000
mutopia:ftp/MertzJK/mertz_etude/mertz_etude#movement01,mutopia,Johann Kaspar Mertz,Etude in A minor,5,dummy-advisor-v0,6,dummy-v0,0.182,0.302,0.317,0.105,0.094,0.000
mutopia:ftp/MilanL/milan-pavan2/milan-pavan2#movement02,mutopia,Luis Milan,Pavan 2,,,6,dummy-v0,0.047,0.204,0.576,0.107,0.065,0.001
mutopia:ftp/PapezikR/forsting/forsting#movement01,mutopia,Radan Papežík,Recuerdos,,,6,dummy-v0,0.065,0.251,0.535,0.107,0.042,0.000
mutopia:ftp/SorF/O1/sor_op1_1/sor_op1_1#movement01,mutopia,Fernando Sor,Six divertissements pour la guitare,,,5,dummy-v0,0.012,0.514,0.306,0.129,0.039,0.000
mutopia:ftp/SorF/O2/sor_op2_1/sor_op2_1#movement01,mutopia,Fernando Sor,Six divertissements pour la guitare,,,6,dummy-v0,0.017,0.267,0.459,0.119,0.139,0.000
mutopia:ftp/SorF/O2/sor_op2_2/sor_op2_2#movement01,mutopia,Fernando Sor,Six divertissements pour la guitare,,,7,dummy-v0,0.001,0.284,0.199,0.402,0.114,0.000
mutopia:ftp/SorF/O2/sor_op2_3/sor_op2_3#movement02,mutopia,Fernando Sor,Six divertissements pour la guitare,7,dummy-advisor-v0,7,dummy-v0,0.000,0.096,0.214,0.354,0.334,0.002
mutopia:ftp/SorF/O29/o29-13/o29-13#movement01,mutopia,Fernando Sor,Opus 29 no. 13,,,6,dummy-v0,0.000,0.343,0.417,0.228,0.013,0.000
mutopia:ftp/SorF/O35/sorf_op35_no1/sorf_op35_no1#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.912,0.075,0.011,0.002,0.001,0.000
mutopia:ftp/SorF/O35/sorf_op35_no10/sorf_op35_no10#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.289,0.287,0.170,0.224,0.030,0.000
mutopia:ftp/SorF/O35/sorf_op35_no11/sorf_op35_no11#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.026,0.555,0.211,0.118,0.090,0.000
mutopia:ftp/SorF/O35/sorf_op35_no13/sorf_op35_no13#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.762,0.095,0.073,0.064,0.006,0.000
mutopia:ftp/SorF/O35/sorf_op35_no15/sorf_op35_no15#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.293,0.315,0.170,0.121,0.100,0.000
mutopia:ftp/SorF/O35/sorf_op35_no16/sorf_op35_no16#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,7,dummy-advisor-v0,7,dummy-v0,0.010,0.241,0.310,0.363,0.076,0.000
mutopia:ftp/SorF/O35/sorf_op35_no17/sorf_op35_no17#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.150,0.389,0.230,0.175,0.056,0.000
mutopia:ftp/SorF/O35/sorf_op35_no18/sorf_op35_no18#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.212,0.335,0.218,0.181,0.054,0.000
mutopia:ftp/SorF/O35/sorf_op35_no19/sorf_op35_no19#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.000,0.438,0.270,0.209,0.083,0.000
mutopia:ftp/SorF/O35/sorf_op35_no2/sorf_op35_no2#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.690,0.256,0.040,0.012,0.002,0.000
mutopia:ftp/SorF/O35/sorf_op35_no20/sorf_op35_no20#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,7,dummy-v0,0.000,0.121,0.234,0.622,0.023,0.000
mutopia:ftp/SorF/O35/sorf_op35_no21/sorf_op35_no21#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,7,dummy-advisor-v0,7,dummy-v0,0.011,0.316,0.232,0.375,0.066,0.000
mutopia:ftp/SorF/O35/sorf_op35_no22/sorf_op35_no22#movement02,mutopia,Fernando Sor,24 Studies for the Guitar,,,6,dummy-v0,0.094,0.214,0.315,0.251,0.126,0.000
mutopia:ftp/SorF/O35/sorf_op35_no23/sorf_op35_no23#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.001,0.696,0.141,0.122,0.040,0.000
mutopia:ftp/SorF/O35/sorf_op35_no24/sorf_op35_no24#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.980,0.003,0.010,0.006,0.001,0.000
mutopia:ftp/SorF/O35/sorf_op35_no3/sorf_op35_no3#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.869,0.077,0.027,0.017,0.010,0.000
mutopia:ftp/SorF/O35/sorf_op35_no4/sorf_op35_no4#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.077,0.559,0.125,0.203,0.036,0.000
mutopia:ftp/SorF/O35/sorf_op35_no5/sorf_op35_no5#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,3,dummy-advisor-v0,3,dummy-v0,0.883,0.088,0.021,0.007,0.002,0.000
mutopia:ftp/SorF/O35/sorf_op35_no6/sorf_op35_no6#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.099,0.369,0.184,0.118,0.230,0.000
mutopia:ftp/SorF/O35/sorf_op35_no7/sorf_op35_no7#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.918,0.007,0.027,0.024,0.024,0.000
mutopia:ftp/SorF/O35/sorf_op35_no8/sorf_op35_no8#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,5,dummy-v0,0.066,0.531,0.189,0.172,0.042,0.000
mutopia:ftp/SorF/O35/sorf_op35_no9/sorf_op35_no9#movement01,mutopia,Fernando Sor,24 Studies for the Guitar,,,3,dummy-v0,0.886,0.036,0.041,0.031,0.006,0.000
mutopia:ftp/SorF/O45/sorf-op45n01/sorf-op45n01#movement01,mutopia,F. Sor,Six Petites Pièces,,,5,dummy-v0,0.054,0.599,0.228,0.107,0.013,0.000
mutopia:ftp/SorF/O45/sorf-op45n02/sorf-op45n02#movement01,mutopia,F. Sor,Six Petites Pièces,,,5,dummy-v0,0.018,0.489,0.167,0.286,0.040,0.000
mutopia:ftp/SorF/O45/sorf-op45n03/sorf-op45n03#movement02,mutopia,F. Sor,Six Petites Pièces,,,3,dummy-v0,0.705,0.113,0.114,0.056,0.012,0.000
mutopia:ftp/SorF/O45/sorf-op45n03/sorf-op45n03#movement03,mutopia,F. Sor,Six Petites Pièces,,,5,dummy-v0,0.152,0.409,0.264,0.145,0.030,0.000
mutopia:ftp/SorF/O45/sorf-op45n03/sorf-op45n03#movement04,mutopia,F. Sor,Six Petites Pièces,,,6,dummy-v0,0.003,0.302,0.312,0.280,0.103,0.000
mutopia:ftp/SorF/O45/sorf-op45n04/sorf-op45n04#movement01,mutopia,F. Sor,Six Petites Pièces,,,7,dummy-v0,0.001,0.231,0.284,0.446,0.038,0.000
mutopia:ftp/SorF/O45/sorf-op45n05/sorf-op45n05#movement01,mutopia,F. Sor,Six Petites Pièces,,,7,dummy-v0,0.000,0.083,0.140,0.747,0.030,0.000
mutopia:ftp/SorF/O5/sor-op5-5/sor-op5-5#movement01,mutopia,Fernando Sor,Andante Largo,7,dummy-advisor-v0,7,dummy-v0,0.000,0.065,0.363,0.538,0.034,0.000
mutopia:ftp/SorF/O60/sor_op60-02/sor_op60-02#movement01,mutopia,Fernando Sor,25 Progressive Lessons,,,3,dummy-v0,0.858,0.133,0.008,0.001,0.001,0.000
mutopia:ftp/SorF/O60/sor_op60-05/sor_op60-05#movement01,mutopia,Fernando Sor,25 Progressive Lessons,,,6,dummy-v0,0.004,0.081,0.380,0.227,0.308,0.000
mutopia:ftp/SorF/O60/sor_op60-06/sor_op60-06#movement01,mutopia,Fernando Sor,25 Progressive Studies,3,dummy-advisor-v0,3,dummy-v0,0.782,0.209,0.004,0.003,0.001,0.000
mutopia:ftp/SorF/O60/sor_op60-07/sor_op60-07#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,3,dummy-v0,0.868,0.130,0.001,0.000,0.000,0.000
mutopia:ftp/SorF/O60/sor_op60-08/sor_op60-08#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,3,dummy-v0,0.526,0.396,0.060,0.010,0.007,0.000
mutopia:ftp/SorF/O60/sor_op60-09/sor_op60-09#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,3,dummy-v0,0.940,0.058,0.002,0.001,0.000,0.000
mutopia:ftp/SorF/O60/sor_op60-10/sor_op60-10#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,3,dummy-v0,0.944,0.055,0.001,0.000,0.000,0.000
mutopia:ftp/SorF/O60/sor_op60-11/sor_op60-11#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,5,dummy-v0,0.181,0.637,0.166,0.011,0.004,0.000
mutopia:ftp/SorF/O60/sor_op60-12/sor_op60-12#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,3,dummy-v0,0.770,0.227,0.002,0.001,0.000,0.000
mutopia:ftp/SorF/O60/sor_op60-13/sor_op60-13#movement01,mutopia,Fernando Sor,25 Progressive Studies,,,5,dummy-v0,0.335,0.447,0.175,0.035,0.008,0.000
mutopia:ftp/SorF/SorF_Andantino/SorF_Andantino#movement01,mutopia,Fernando Sor,Andantino,,,5,dummy-v0,0.005,0.636,0.248,0.106,0.004,0.000
mutopia:ftp/TarregaF/capricho-arabe/capricho-arabe#movement02,mutopia,Francisco Tárrega,Capricho Árabe,7,dummy-advisor-v0,7,dummy-v0,0.000,0.005,0.002,0.991,0.001,0.000
mutopia:ftp/TarregaF/claro-de-luna/claro-de-luna#movement02,mutopia,Arr: de F. Tárrega,CLARO DE LUNA,,,7,dummy-v0,0.000,0.003,0.086,0.910,0.000,0.000
pdmx:QmNMZRDj6B5Qu4pny37Pv39JMoZ5phaqwsiUJYBRFcsaod,pdmx,"Carbonelli, Giovanni Stefano","Sonate da camera a violino, e violone, o cembalo",,,6,dummy-v0,0.000,0.000,1.000,0.000,0.000,0.000
pdmx:QmNP4KJ6GDJWLvAJ4UK2SCxsGg8GxRvumgyTQ9WPt9HwM4,pdmx,"a-ha, Arr. U. Richter",Take On Me,,,5,dummy-v0,0.000,0.818,0.061,0.110,0.011,0.000
pdmx:QmNdiWbk5he7rsSMNFhejFEEAREeANNuGPZ8kQoGPUbD4L,pdmx,Alonzo Mudarra,Musique pour ukulele,,,7,dummy-v0,0.000,0.000,0.002,0.996,0.002,0.000
pdmx:QmNiRaJxqd9vGQWe9w8KcYSj5j7Z5eag5kJ7TBARTe8Fxe,pdmx,Luigi Legnani,Caprice No. 16,,,5,dummy-v0,0.039,0.452,0.239,0.191,0.078,0.000
pdmx:QmNit8z6V7zsUyVoL373ZK52TGfGhJGz2DKTwyYZyzHEHk,pdmx,POPULAR,TRES HOJITAS MADRE,,,3,dummy-v0,0.688,0.154,0.141,0.014,0.003,0.000
pdmx:QmNy2FvZ18TNWLn6wiWkRMYAWH8PMcj3np47Vuy4ozDFgU,pdmx,Michiru Oshima,Butou (full metal Alchemist),,,3,dummy-v0,0.733,0.063,0.145,0.054,0.004,0.000
pdmx:QmP6RmbHruawLcjYFiZysV8okJHWsTNq8AHWiYZ1YCzTfa,pdmx,Francisco Tárrega,Preludio,,,6,dummy-v0,0.099,0.350,0.395,0.082,0.074,0.000
pdmx:QmPBshWs1LKAMWmJYjjsVvkhkhrdx4ZzTenh8MV79C1sSY,pdmx,Ferdinando Carulli,Andante in G,,,3,dummy-v0,0.875,0.094,0.024,0.004,0.003,0.000
pdmx:QmPDHx1eoX9wUpfcJXhB5nyVw3Z3p2SsUomerbtWfnctSp,pdmx,Gabriel B,Cuba,,,7,dummy-v0,0.000,0.002,0.056,0.740,0.201,0.000
pdmx:QmPGTC9yeXbupASTRLpWy4GosmnEou89v2WsEDcUm2hToY,pdmx,François Campion,Prélude,,,3,dummy-v0,0.450,0.317,0.184,0.041,0.008,0.000
pdmx:QmPKemaniPtbfemzHupnq7qPGxpqR9fGRaJCjjiqeG4vVu,pdmx,Anonymous,Donandı Her Yer,,,3,dummy-v0,0.423,0.039,0.237,0.271,0.030,0.000
